"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","city"
"1093",2014-05-21,589000,4,2.5,2910,5776,2,"0","2","3",2910,NA,1998,"Snoqualmie"
"1094",2014-05-21,255000,3,1.5,1060,9039,1,"0","0","3",1060,NA,1973,"Renton"
"1095",2014-05-21,668750,4,2.5,2340,6420,1,"0","2","3",1590,750,1964,"Shoreline"
"1096",2014-05-21,344500,4,2.75,1800,5453,1,"0","0","3",1050,750,2002,"Renton"
"1097",2014-05-21,452000,4,2,1660,6150,1,"0","0","3",850,810,1945,"Seattle"
"1098",2014-05-21,540000,3,1.75,1300,62290,1,"0","0","3",1300,NA,1983,"Redmond"
"1099",2014-05-21,246000,3,1.5,1780,23819,1,"0","0","3",1780,NA,1953,"Seattle"
"1100",2014-05-21,535000,2,1,1030,4841,1,"0","0","3",920,110,1939,"Seattle"
"1101",2014-05-21,970000,4,3.25,2790,5420,1,"0","3","3",1130,1660,1963,"Shoreline"
"1102",2014-05-21,430000,3,1,1150,3000,1,"0","0","5",1150,NA,1906,"Seattle"
"1103",2014-05-21,520000,4,2.5,3290,11446,2,"0","0","3",3290,NA,1992,"Kenmore"
"1104",2014-05-21,712000,4,2.5,3400,247421,2,"0","0","3",3400,NA,2001,"Ravensdale"
"1105",2014-05-21,450000,2,1,1200,4000,1,"0","0","3",1070,130,1940,"Seattle"
"1106",2014-05-21,220000,4,2.5,2160,8005,2,"0","0","3",2160,NA,1993,"Pacific"
"1107",2014-05-21,525000,3,1,1450,4000,1,"0","1","4",950,500,1948,"Seattle"
"1108",2014-05-21,1220000,4,2.5,3240,3600,2,"0","0","3",2060,1180,2008,"Seattle"
"1109",2014-05-21,540000,3,2,1470,1691,2,"0","0","3",1000,470,2007,"Seattle"
"1110",2014-05-21,6e+05,4,2.5,2360,5226,2,"0","0","3",2360,NA,2001,"Kirkland"
"1111",2014-05-21,6e+05,3,2.25,2230,9053,2,"0","0","4",2230,NA,1987,"Bellevue"
"1112",2014-05-21,625000,4,2.5,2630,48706,2,"0","0","3",2630,NA,1986,"Woodinville"
"1113",2014-05-21,150000,3,1,1010,25000,1,"0","0","3",1010,NA,1966,"Carnation"
"1114",2014-05-21,389999,3,2.25,1445,1471,2,"0","0","3",1300,145,2003,"Issaquah"
"1115",2014-05-21,285000,3,1.75,2380,6000,1.5,"0","0","3",1320,1060,1935,"Seattle"
"1116",2014-05-21,744000,4,2.75,2830,13059,2,"0","0","3",2830,NA,1998,"Sammamish"
"1117",2014-05-21,7e+05,4,2.5,3010,46173,2,"0","0","3",3010,NA,1996,"Redmond"
"1118",2014-05-21,318989,4,2.25,2000,9000,1,"0","0","4",2000,NA,1978,"Federal Way"
"1119",2014-05-21,556000,3,2.25,2020,3600,2,"0","0","3",2020,NA,1998,"Kirkland"
"1120",2014-05-21,275000,3,2.5,2030,6326,2,"0","0","3",2030,NA,1993,"Maple Valley"
"1121",2014-05-21,430000,3,2.75,2550,11160,2,"0","0","3",2550,NA,1994,"Shoreline"
"1122",2014-05-21,3e+05,2,1,970,13700,1,"0","0","3",970,NA,1949,"Seattle"
"1123",2014-05-21,396450,3,1.75,1540,12446,1,"0","0","5",1540,NA,1967,"Issaquah"
"1124",2014-05-21,225000,2,1,1396,111949,1,"0","0","3",1396,NA,1940,"Redmond"
"1125",2014-05-21,7e+05,4,3.25,2780,7875,2,"0","0","3",2780,NA,2006,"Seattle"
"1126",2014-05-21,260000,6,2,2220,8797,1,"0","0","3",2220,NA,1977,"Auburn"
"1127",2014-05-21,655000,4,3.5,2350,13402,2,"0","3","3",1670,680,1994,"Kirkland"
"1128",2014-05-21,1185000,3,2.25,2760,40946,2,"0","0","5",2760,NA,1978,"Bellevue"
"1129",2014-05-21,1550000,3,2.5,4460,26027,2,"0","0","3",4460,NA,1992,"Kirkland"
"1130",2014-05-21,413800,3,2,1440,4421,1,"0","0","3",1440,NA,2007,"Redmond"
"1131",2014-05-21,950000,5,3.75,5330,6000,2,"0","2","3",3570,1760,2006,"Issaquah"
"1132",2014-05-21,334990,4,2.5,2220,4228,2,"0","0","3",2220,NA,2014,"Seattle"
"1133",2014-05-21,2700000,5,4.75,5305,8401,2,"0","2","3",3745,1560,2005,"Kirkland"
"1134",2014-05-21,1030000,3,4,3880,13095,2,"0","3","3",3700,180,2009,"Kirkland"
"1135",2014-05-21,1130000,4,3.25,3810,8519,1,"0","1","3",2680,1130,2007,"Kirkland"
"1136",2014-05-21,556000,3,3,1960,1168,2,"0","0","3",1600,360,2007,"Issaquah"
"1137",2014-05-21,360000,3,2.5,1530,1131,3,"0","0","3",1530,NA,2009,"Seattle"
"1138",2014-05-22,480000,4,2.25,3250,34293,2,"0","0","4",3250,NA,1983,"Kent"
"1139",2014-05-22,324000,3,2.5,1750,7208,2,"0","0","3",1750,NA,1994,"Renton"
"1140",2014-05-22,1050000,4,3.25,3440,35021,2,"0","0","3",3440,NA,1983,"Kirkland"
"1141",2014-05-22,275000,1,0.75,1170,14149,1,"0","0","5",880,290,1962,"Enumclaw"
"1142",2014-05-22,180000,3,1,870,5330,1,"0","0","3",870,NA,1969,"Covington"
"1143",2014-05-22,749000,4,2.5,2930,18199,2,"0","0","3",2930,NA,1998,"Sammamish"
"1144",2014-05-22,1600000,3,2.5,3160,12824,1,"0","2","4",1820,1340,1966,"Bellevue"
"1145",2014-05-22,373500,2,1,800,3330,1,"0","0","3",800,NA,1918,"Seattle"
"1146",2014-05-22,770000,4,2.5,2350,8001,2,"0","0","4",2350,NA,1987,"Bellevue"
"1147",2014-05-22,356000,2,1.75,1060,16470,1,"0","0","3",1060,NA,1977,"Woodinville"
"1148",2014-05-22,625000,3,1.75,2060,12558,1,"0","0","4",1350,710,1984,"Redmond"
"1149",2014-05-22,494400,2,1.75,1560,1750,1,"0","0","4",780,780,1904,"Seattle"
"1150",2014-05-22,585000,4,1.75,3000,42200,1,"0","3","3",1500,1500,1950,"Renton"
"1151",2014-05-22,926300,3,1.5,1660,4800,2,"0","0","3",1660,NA,1907,"Seattle"
"1152",2014-05-22,6e+05,3,1.75,1650,5100,1,"0","0","5",1040,610,1908,"Seattle"
"1153",2014-05-22,430000,4,3,3220,8936,2,"0","0","3",2450,770,1990,"Kent"
"1154",2014-05-22,307000,3,1.5,2320,7500,1,"0","0","3",2320,NA,1976,"Duvall"
"1155",2014-05-22,604700,4,2.75,2750,14982,1,"0","3","3",1720,1030,1981,"Des Moines"
"1156",2014-05-22,219900,3,1,910,6000,1,"0","0","2",910,NA,1956,"Seattle"
"1157",2014-05-22,270000,2,1.5,840,867,2,"0","0","3",840,NA,2005,"Seattle"
"1158",2014-05-22,432000,3,2.25,1470,1578,2,"0","0","3",1090,380,2007,"Seattle"
"1159",2014-05-22,3e+05,6,2,2040,10812,1,"0","0","4",2040,NA,1943,"Renton"
"1160",2014-05-22,361000,3,1,1100,4046,1.5,"0","4","4",1100,NA,1922,"Des Moines"
"1161",2014-05-22,249950,2,1,940,8532,1,"0","0","4",940,NA,1959,"Burien"
"1162",2014-05-22,320000,3,2,1110,10500,1,"0","0","5",1110,NA,1978,"North Bend"
"1163",2014-05-22,305000,4,1.75,2200,8100,1.5,"0","0","5",1400,800,1942,"Seattle"
"1164",2014-05-22,503000,2,1.75,2860,59612,1,"1","4","3",1510,1350,1948,"Federal Way"
"1165",2014-05-22,235750,2,1,740,11250,1,"0","0","2",740,NA,1938,"Seattle"
"1166",2014-05-22,657000,4,1.75,2740,8520,1,"0","2","3",1370,1370,1954,"Seattle"
"1167",2014-05-22,385000,3,1,1250,7300,1,"0","0","4",1250,NA,1956,"Bellevue"
"1168",2014-05-22,389950,4,2.5,3140,8060,2,"0","0","3",3140,NA,1991,"Federal Way"
"1169",2014-05-22,150000,2,1,820,10270,1,"0","0","3",820,NA,1954,"Seattle"
"1170",2014-05-22,254500,4,2.75,2570,7264,2,"0","0","3",1720,850,1998,"Auburn"
"1171",2014-05-22,555000,4,2.25,2350,8140,1,"0","0","4",1430,920,1977,"Bellevue"
"1172",2014-05-22,1075000,4,3,3600,9200,1,"0","4","4",2100,1500,1976,"Bellevue"
"1173",2014-05-22,245000,4,2,1580,8000,1,"0","0","3",1040,540,1967,"Federal Way"
"1174",2014-05-22,319950,2,1,1070,5824,1,"0","2","5",1070,NA,1949,"Seattle"
"1175",2014-05-22,337000,3,1,1070,6109,1,"0","0","5",1070,NA,1951,"Seattle"
"1176",2014-05-22,492000,4,2,1640,5000,2,"0","0","3",1640,NA,1907,"Seattle"
"1177",2014-05-22,1170000,3,2.75,2890,12130,2,"0","3","4",2830,60,1987,"Kirkland"
"1178",2014-05-22,348580,3,1,1220,7876,1,"0","0","3",1220,NA,1966,"Kirkland"
"1179",2014-05-22,180000,2,1,1400,4500,1,"0","0","3",900,500,1922,"Renton"
"1180",2014-05-22,4e+05,3,1,1040,6250,1,"0","0","3",1040,NA,1942,"Seattle"
"1181",2014-05-22,295000,4,2,980,10640,1,"0","0","5",980,NA,1978,"North Bend"
"1182",2014-05-22,910000,4,3.25,3340,10890,1.5,"0","0","3",2240,1100,1963,"Redmond"
"1183",2014-05-22,1150000,6,4.5,6040,219542,2,"0","0","3",4100,1940,1996,"Issaquah"
"1184",2014-05-22,431500,3,3.5,1900,1612,2,"0","0","3",1430,470,2008,"Seattle"
"1185",2014-05-22,180000,4,1.5,1740,7292,1,"0","0","3",1020,720,1962,"SeaTac"
"1186",2014-05-22,677000,3,2,2000,3207,1,"0","0","4",1100,900,1916,"Seattle"
"1187",2014-05-22,1180500,3,1.75,1610,7200,1,"0","0","3",1090,520,1973,"Seattle"
"1188",2014-05-22,635700,4,2.5,3240,13978,1,"0","0","3",1860,1380,1977,"Sammamish"
"1189",2014-05-22,482000,5,2.25,2230,9600,1,"0","0","3",1320,910,1978,"Woodinville"
"1190",2014-05-22,168000,2,2.5,1160,2174,2,"0","0","3",1160,NA,1998,"Seattle"
"1191",2014-05-22,805000,4,2.75,2410,6000,1,"0","0","5",1410,1000,1950,"Seattle"
"1192",2014-05-22,398000,2,1,590,10945,1.5,"0","0","3",590,NA,1983,"Black Diamond"
"1193",2014-05-22,665000,4,2.5,2600,17388,2,"0","0","3",2600,NA,1996,"Newcastle"
"1194",2014-05-22,592500,4,3,2170,8240,1,"0","0","4",1370,800,1968,"Redmond"
"1195",2014-05-22,940000,4,2.75,2080,4000,1.5,"0","0","3",2080,NA,1912,"Seattle"
"1196",2014-05-22,655000,4,2.5,2860,12394,2,"0","0","3",2860,NA,1999,"Sammamish"
"1197",2014-05-22,622500,4,2.5,2980,8107,2,"0","0","3",2980,NA,2000,"Snoqualmie"
"1198",2014-05-22,380000,2,2.5,1230,987,2,"0","0","3",1060,170,2011,"Seattle"
"1199",2014-05-22,648360,4,1.75,2260,7005,1,"0","1","4",1130,1130,1947,"Kirkland"
"1200",2014-05-22,432000,3,2.75,2200,14925,1,"0","0","3",1100,1100,1982,"Redmond"
"1201",2014-05-22,1050000,4,2.5,3030,12590,1.5,"0","0","4",3030,NA,1988,"Bellevue"
"1202",2014-05-22,353250,2,1,1060,1600,2,"0","0","3",1060,NA,1979,"Seattle"
"1203",2014-05-22,1e+06,4,3,4260,18687,2,"0","0","3",4260,NA,1996,"Sammamish"
"1204",2014-05-22,320000,3,2.25,998,844,2,"0","0","3",798,200,2007,"Seattle"
"1205",2014-05-22,349900,4,2.5,2052,3723,2,"0","0","3",2052,NA,2014,"Federal Way"
"1206",2014-05-22,330000,4,3.5,3150,6202,2,"0","0","3",3150,NA,2005,"Kent"
"1207",2014-05-22,408000,3,2.25,1950,7221,1,"0","0","4",1950,NA,2006,"SeaTac"
"1208",2014-05-22,321000,3,2.25,1347,1292,3,"0","0","3",1347,NA,2010,"Seattle"
"1209",2014-05-22,1051000,4,3.75,3860,5474,2.5,"0","0","3",3860,NA,2007,"Issaquah"
"1210",2014-05-22,2150000,4,5.5,5060,10320,2,"0","0","3",5060,NA,2008,"Bellevue"
"1211",2014-05-22,359000,3,1.5,1360,885,3,"0","0","3",1360,NA,2008,"Seattle"
"1212",2014-05-22,3e+05,5,2.5,2760,6000,2,"0","0","3",2760,NA,2006,"Seattle"
"1213",2014-05-22,380000,5,3.5,2420,4670,2,"0","0","3",2420,NA,2013,"Seattle"
"1214",2014-05-22,660000,3,2.5,2450,4332,2,"0","0","3",2450,NA,2010,"Redmond"
"1215",2014-05-22,355000,3,2.25,1280,959,3,"0","0","3",1280,NA,2005,"Seattle"
"1216",2014-05-22,259000,3,2.5,1550,3569,2,"0","0","3",1550,NA,2011,"Auburn"
"1217",2014-05-22,353000,1,1,550,1279,2,"0","0","3",550,NA,2008,"Seattle"
"1218",2014-05-22,430000,2,2.5,1520,1588,2,"0","0","3",1240,280,2007,"Seattle"
"1219",2014-05-23,460000,3,1,1670,4005,1.5,"0","0","4",1170,500,1939,"Seattle"
"1220",2014-05-23,80000,1,0.75,430,5050,1,"0","0","2",430,NA,1912,"Carnation"
"1221",2014-05-23,782000,4,2.5,2380,9614,2,"0","0","4",2380,NA,1991,"Bellevue"
"1222",2014-05-23,218000,3,1,960,9633,1,"0","0","5",960,NA,1982,"Enumclaw"
"1223",2014-05-23,325000,3,1,1920,6862,1,"0","2","3",1120,800,1952,"Seattle"
"1224",2014-05-23,980000,4,3,3680,5854,1,"0","3","3",2060,1620,1967,"Seattle"
"1225",2014-05-23,902000,4,2.25,2530,9200,1,"0","0","5",1570,960,1976,"Bellevue"
"1226",2014-05-23,556000,5,2.5,3840,16905,2,"0","0","3",3840,NA,1991,"Federal Way"
"1227",2014-05-23,662990,3,1.75,1240,3600,1.5,"0","0","5",1240,NA,1926,"Seattle"
"1228",2014-05-23,225000,2,1,1300,11867,1.5,"0","0","4",1300,NA,1975,"Ravensdale"
"1229",2014-05-23,439950,4,2.5,2380,12067,2,"0","0","3",2380,NA,2002,"Renton"
"1230",2014-05-23,175000,2,1,1300,44431,1,"0","0","5",1300,NA,1958,"Auburn"
"1231",2014-05-23,306000,2,1,780,13500,1,"0","0","4",780,NA,1946,"Woodinville"
"1232",2014-05-23,235000,4,2.5,1810,39639,1,"0","0","3",1230,580,1970,"Kent"
"1233",2014-05-23,399500,3,1.75,2420,12676,2,"0","0","3",2420,NA,1911,"North Bend"
"1234",2014-05-23,478000,3,1,1280,2580,1.5,"0","0","3",1280,NA,1910,"Seattle"
"1235",2014-05-23,515000,2,1,1680,6500,1,"0","0","4",1140,540,1941,"Seattle"
"1236",2014-05-23,550000,3,2.5,2510,5400,2,"0","0","3",2510,NA,1992,"Renton"
"1237",2014-05-23,149000,3,1,1700,8645,1,"0","0","3",1700,NA,1955,"Seattle"
"1238",2014-05-23,526000,3,1.75,1680,3420,1,"0","0","3",960,720,1992,"Seattle"
"1239",2014-05-23,527550,1,0.75,820,59677,1,"0","0","3",820,NA,1999,"Snoqualmie"
"1240",2014-05-23,1050000,3,4,4380,42769,2,"0","0","5",4380,NA,1983,"Redmond"
"1241",2014-05-23,625000,3,2.5,2600,10092,1,"0","0","3",2600,NA,1984,"Sammamish"
"1242",2014-05-23,950000,5,3.25,3400,7452,2,"0","0","3",3400,NA,1999,"Bellevue"
"1243",2014-05-23,377691,5,1.75,2120,8399,1,"0","0","4",1320,800,1942,"Shoreline"
"1244",2014-05-23,648475,4,2.75,2250,5700,1,"0","0","3",1200,1050,1951,"Seattle"
"1245",2014-05-23,383000,3,1,1800,5612,1,"0","0","4",1200,600,1942,"Seattle"
"1246",2014-05-23,535000,3,2.5,2210,7620,2,"0","0","3",2210,NA,1994,"Redmond"
"1247",2014-05-23,449950,3,2,1560,4080,2,"0","0","3",1560,NA,1923,"Seattle"
"1248",2014-05-23,465425,4,2.75,2430,20720,1,"0","0","3",2430,NA,1967,"Woodinville"
"1249",2014-05-23,675000,4,2.5,2560,36601,2,"0","0","4",2560,NA,1987,"Sammamish"
"1250",2014-05-23,599000,3,2.75,1960,2500,1.5,"0","0","5",1410,550,1926,"Seattle"
"1251",2014-05-23,416000,3,1.5,1110,9762,1,"0","0","4",1110,NA,1963,"Redmond"
"1252",2014-05-23,595000,2,1.5,1030,4500,1,"0","0","3",830,200,1924,"Seattle"
"1253",2014-05-23,2e+05,4,1,1350,11507,1,"0","0","3",1350,NA,1966,"Renton"
"1254",2014-05-23,402000,3,2,1540,1827,2,"0","0","3",1540,NA,2005,"Issaquah"
"1255",2014-05-23,433000,4,1.75,1830,9600,1,"0","0","4",1010,820,1966,"Bellevue"
"1256",2014-05-23,275000,4,1.5,1930,15531,2,"0","0","3",1930,NA,1979,"Federal Way"
"1257",2014-05-23,410000,3,2,1650,9641,1.5,"0","0","3",1650,NA,1983,"Kirkland"
"1258",2014-05-23,554820,4,2,3510,12905,1,"0","2","3",2210,1300,1965,"Burien"
"1259",2014-05-23,1325000,4,3,3370,7920,1,"0","3","3",1860,1510,1988,"Seattle"
"1260",2014-05-23,735000,3,2.5,2390,9157,2,"0","0","3",2390,NA,1984,"Redmond"
"1261",2014-05-23,607000,3,1,1230,8114,1,"0","0","4",1230,NA,1951,"Bellevue"
"1262",2014-05-23,549900,4,3,2830,213879,2,"0","0","4",2830,NA,1987,"Auburn"
"1263",2014-05-23,258000,3,1.75,1620,7540,1,"0","0","3",1310,310,1988,"Maple Valley"
"1264",2014-05-23,661254,4,4,2290,6250,1.5,"0","0","5",1690,600,1940,"Seattle"
"1265",2014-05-23,945000,4,2,2840,13367,1,"0","0","3",1420,1420,1952,"Clyde Hill"
"1266",2014-05-23,799950,4,3.5,4220,196817,2,"0","0","3",4220,NA,1993,"Auburn"
"1267",2014-05-23,132500,3,1,1080,10500,1,"0","0","3",1080,NA,1967,"Auburn"
"1268",2014-05-23,467100,3,1.75,1620,8645,1,"0","0","3",1190,430,1973,"Redmond"
"1269",2014-05-23,1610000,4,3.5,4390,11600,2,"0","3","3",3060,1330,1990,"Mercer Island"
"1270",2014-05-23,641000,3,1.75,1620,3975,1,"0","0","5",940,680,1926,"Seattle"
"1271",2014-05-23,350000,3,1,1010,11244,1,"0","0","4",1010,NA,1947,"Shoreline"
"1272",2014-05-23,335000,4,2.5,1750,8476,1,"0","0","4",1240,510,1983,"Renton"
"1273",2014-05-23,9e+05,3,3.5,4080,217697,1.5,"0","3","3",4080,NA,2000,"Auburn"
"1274",2014-05-23,440000,4,2.5,2560,10400,1,"0","0","4",1280,1280,1965,"Issaquah"
"1275",2014-05-23,464600,3,1.75,1120,5500,1.5,"0","0","4",1120,NA,1925,"Seattle"
"1276",2014-05-23,1200000,4,3.5,4740,172497,2,"0","0","3",4740,NA,2003,"Redmond"
"1277",2014-05-23,3e+05,2,1,1340,7788,1,"0","2","3",1340,NA,1947,"Seattle"
"1278",2014-05-23,670500,4,2,1590,6750,1,"0","0","3",1590,NA,1951,"Seattle"
"1279",2014-05-23,552000,3,1,1430,5000,1,"0","0","4",1080,350,1919,"Seattle"
"1280",2014-05-23,244000,4,1,1450,8960,1,"0","0","3",1450,NA,1943,"Seattle"
"1281",2014-05-23,788600,4,2.75,3500,7200,2,"0","0","3",3500,NA,2005,"Redmond"
"1282",2014-05-23,445000,3,2,1630,8702,1,"0","0","3",1630,NA,1987,"Renton"
"1283",2014-05-23,530000,4,1.75,1814,5000,1,"0","0","4",944,870,1951,"Seattle"
"1284",2014-05-23,90000,2,1,580,7500,1,"0","0","3",580,NA,1943,"Seattle"
"1285",2014-05-23,585000,3,2,1670,4572,1.5,"0","0","3",1670,NA,1931,"Seattle"
"1286",2014-05-23,498000,2,2,1140,8282,1,"0","0","3",1140,NA,1924,"Kirkland"
"1287",2014-05-23,379000,2,1,800,6380,1,"0","2","3",800,NA,1940,"Seattle"
"1288",2014-05-23,462000,3,1.75,1300,2580,1,"0","0","5",820,480,1919,"Seattle"
"1289",2014-05-23,388000,4,2.5,2440,7155,2,"0","0","3",2440,NA,1993,"Renton"
"1290",2014-05-23,255000,3,2,1490,8371,1.5,"0","0","3",1490,NA,1984,"Kent"
"1291",2014-05-23,665000,3,2.75,1800,9550,1,"0","0","4",1320,480,1966,"Bellevue"
"1292",2014-05-23,550000,3,2,1830,9152,1,"0","0","5",1830,NA,1959,"Bellevue"
"1293",2014-05-23,606000,3,1,1500,3920,1,"0","0","3",1000,500,1947,"Seattle"
"1294",2014-05-23,334000,4,2.5,2210,6080,1,"0","2","4",1410,800,1965,"Seattle"
"1295",2014-05-23,360000,3,2,1270,1323,3,"0","0","3",1270,NA,2006,"Seattle"
"1296",2014-05-23,235000,2,1,1140,1730,1.5,"0","0","3",1010,130,2007,"Seattle"
"1297",2014-05-23,580000,3,2.5,1620,1173,3,"0","4","3",1470,150,2008,"Seattle"
"1298",2014-05-23,355000,3,2,1220,1186,3,"0","0","3",1220,NA,2007,"Seattle"
"1299",2014-05-23,375000,2,2.5,750,1430,2,"0","0","3",750,NA,2006,"Seattle"
"1300",2014-05-24,372000,4,1.75,1960,9300,1,"0","0","5",1340,620,1979,"North Bend"
"1301",2014-05-24,479000,3,1,1370,3000,1.5,"0","0","3",1370,NA,1924,"Seattle"
"1302",2014-05-24,2e+06,5,4,4580,4443,3,"1","4","3",4580,NA,2004,"Sammamish"
"1303",2014-05-24,1680000,4,4.25,5584,68257,2,"0","0","3",5584,NA,1998,"Carnation"
"1304",2014-05-24,501000,2,1,1010,4320,1,"0","0","5",1010,NA,1924,"Seattle"
"1305",2014-05-24,245000,3,1.75,1260,6908,1,"0","0","3",1260,NA,1994,"Maple Valley"
"1306",2014-05-24,496700,3,2.5,1740,5782,2,"0","0","4",1740,NA,1989,"Issaquah"
"1307",2014-05-24,347000,4,1.5,2670,10026,2,"0","0","3",2670,NA,1996,"Auburn"
"1308",2014-05-24,199000,2,1,720,7200,1,"0","0","5",720,NA,1943,"Renton"
"1309",2014-05-24,440500,3,2.5,2460,4399,2,"0","0","3",2460,NA,2007,"Snoqualmie"
"1310",2014-05-24,820000,4,2.5,3670,7000,2,"0","0","3",3670,NA,2005,"Sammamish"
"1311",2014-05-25,325000,4,3.5,2630,3435,1.5,"0","3","3",1640,990,1984,"SeaTac"
"1312",2014-05-25,195000,3,1.75,1570,8459,1,"0","0","3",1570,NA,1991,"Enumclaw"
"1313",2014-05-25,675000,3,3,2980,28000,1,"0","0","3",1820,1160,1981,"Redmond"
"1314",2014-05-25,295000,3,2.5,1560,4200,2,"0","0","3",1560,NA,2003,"Maple Valley"
"1315",2014-05-25,355300,3,2.5,1620,7410,1,"0","0","5",1620,NA,1955,"Shoreline"
"1316",2014-05-26,276000,3,1,1140,5000,1,"0","0","3",1140,NA,1960,"Seattle"
"1317",2014-05-26,460000,2,1.5,2730,19877,1,"0","0","4",1570,1160,1976,"Duvall"
"1318",2014-05-26,880000,3,2,2130,35169,1,"0","0","4",2130,NA,1989,"Woodinville"
"1319",2014-05-26,370000,3,2.5,1780,4050,2,"0","0","3",1780,NA,2001,"Shoreline"
"1320",2014-05-26,346000,4,2.5,2100,3916,2,"0","0","3",2100,NA,2009,"Renton"
"1321",2014-05-26,172500,3,1,1140,8800,1,"0","0","3",1140,NA,1972,"Auburn"
"1322",2014-05-26,379950,3,1.5,1690,9144,1,"0","0","4",1140,550,1956,"Kenmore"
"1323",2014-05-27,468000,2,1,1160,6000,1,"0","0","4",860,300,1942,"Seattle"
"1324",2014-05-27,477000,4,2.75,1720,6270,2,"0","0","3",1720,NA,1978,"Seattle"
"1325",2014-05-27,529000,3,1,1210,3328,1.5,"0","0","4",1210,NA,1924,"Seattle"
"1326",2014-05-27,312000,3,1.5,1255,1374,3,"0","0","3",1255,NA,2004,"Seattle"
"1327",2014-05-27,326100,2,1,880,7683,1,"0","0","3",880,NA,1942,"Seattle"
"1328",2014-05-27,360000,3,1,1050,9206,1.5,"0","0","3",1050,NA,1954,"Seattle"
"1329",2014-05-27,438000,3,1.75,1650,12940,1,"0","0","4",1650,NA,1961,"Kenmore"
"1330",2014-05-27,360000,3,1,1570,9467,1,"0","0","3",1570,NA,1954,"Shoreline"
"1331",2014-05-27,1050000,4,2.5,2920,7200,1,"0","3","3",1470,1450,1921,"Seattle"
"1332",2014-05-27,688000,4,3,3000,4000,1.5,"0","3","3",1970,1030,1913,"Seattle"
"1333",2014-05-27,585000,3,1.75,1850,7735,1,"0","0","4",1850,NA,1983,"Issaquah"
"1334",2014-05-27,265000,3,2.5,1440,7741,1,"0","0","4",1000,440,1983,"Kent"
"1335",2014-05-27,375000,3,1.75,1440,8775,1,"0","0","3",1440,NA,1973,"Kirkland"
"1336",2014-05-27,326500,3,1,1810,12375,2,"0","0","3",1810,NA,1970,"Woodinville"
"1337",2014-05-27,160000,2,1,1180,9350,1,"0","0","3",1180,NA,1918,"Seattle"
"1338",2014-05-27,1570000,4,3.75,3070,5850,2,"0","0","5",2400,670,1927,"Seattle"
"1339",2014-05-27,735000,5,2.75,3390,5211,2,"0","0","3",3390,NA,2004,"Sammamish"
"1340",2014-05-27,4e+05,2,1,1470,6120,1,"0","0","2",1470,NA,1940,"Seattle"
"1341",2014-05-27,8e+05,4,2.5,2680,7200,1,"0","0","3",1380,1300,1952,"Kirkland"
"1342",2014-05-27,949880,4,2.25,2290,10687,2,"0","0","3",2290,NA,1978,"Bellevue"
"1343",2014-05-27,405000,3,1.75,1980,8100,1,"0","0","4",1310,670,1949,"Shoreline"
"1344",2014-05-27,399000,4,2.5,2870,9292,2,"0","0","3",2540,330,1979,"Renton"
"1345",2014-05-27,730001,3,2,1840,4750,1,"0","0","5",1010,830,1951,"Seattle"
"1346",2014-05-27,1795000,4,3.25,4060,13000,2,"0","3","3",4060,NA,2000,"Mercer Island"
"1347",2014-05-27,260000,3,2,1630,8018,1,"0","0","3",1630,NA,2003,"Pacific"
"1348",2014-05-27,751750,2,2,1880,5400,1.5,"0","0","3",1880,NA,1902,"Seattle"
"1349",2014-05-27,325000,3,1.75,1780,13095,1,"0","0","4",1780,NA,1983,"Kent"
"1350",2014-05-27,344950,4,2,2330,6250,1,"0","0","4",1400,930,1941,"Kent"
"1351",2014-05-27,457500,3,1.75,1840,4030,1,"0","0","5",1050,790,1925,"Seattle"
"1352",2014-05-27,389000,5,2,2330,10750,1,"0","0","4",1190,1140,1962,"Kenmore"
"1353",2014-05-27,515000,4,2.5,3200,6473,2,"0","0","3",3200,NA,2005,"Renton"
"1354",2014-05-27,732000,3,2.5,2330,1987,2,"0","4","3",1410,920,2004,"Seattle"
"1355",2014-05-27,415000,3,2.25,1950,8868,1,"0","0","3",1350,600,1964,"Shoreline"
"1356",2014-05-27,1655000,4,3.5,3080,4815,2,"0","3","3",2300,780,1937,"Seattle"
"1357",2014-05-27,535000,2,1,1040,5527,1,"0","0","3",1040,NA,1951,"Seattle"
"1358",2014-05-27,540000,4,4.25,1960,3565,2,"0","0","3",1960,NA,1940,"Seattle"
"1359",2014-05-27,525000,5,3,2750,3800,1.5,"0","0","5",1750,1000,1926,"Seattle"
"1360",2014-05-27,570000,3,1.75,1930,36210,1,"0","0","3",1930,NA,1977,"Woodinville"
"1361",2014-05-27,569950,5,4.5,4850,40902,2,"0","0","3",4850,NA,2001,"Federal Way"
"1362",2014-05-27,283200,4,2.5,1982,6406,2,"0","0","3",1982,NA,2004,"Kent"
"1363",2014-05-27,1100000,3,2.75,2640,4050,1.5,"0","0","5",1750,890,1926,"Seattle"
"1364",2014-05-27,830000,4,2.5,1850,50662,1,"0","0","3",1430,420,1978,"Redmond"
"1365",2014-05-27,495000,4,2.25,1940,9144,1,"0","0","4",1430,510,1956,"Bellevue"
"1366",2014-05-27,292050,5,3,2840,7199,1,"0","0","3",1710,1130,2003,"Tukwila"
"1367",2014-05-27,415000,5,1.5,1900,10226,1,"0","0","3",1130,770,1961,"Kirkland"
